S,landscape
2.4,5
2.4,5
1.6,5
1.6,5
2,5
2.2,5
2.4,5
2,5
1.8,5
2.4,5
1.8,5
2.2,5
2,5
2.2,5
1.6,5
2.2,5
2.2,5
2,5
2,5
2,5
2.2,5
1.6,5
1.6,5
2.2,5
1.8,5
2.4,5
1.8,5
2.2,5
1.8,5
2,5
1.8,5
2,5
2,5
1.8,5
1.8,5
2.4,5
1.8,5
1.4,5
1.8,5
2.2,5
2.2,5
2,5
2.6,5
1.8,5
2,5
2,5
1.8,5
2,5
1.6,5
2,5
1.6,5
2,5
2.2,5
1.8,5
2,5
2,5
1.8,5
2.6,5
2,5
1.8,5
2.2,5
2.2,5
2,5
2.4,5
2,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
1.8,5
2.2,5
1.8,5
2,5
2,5
2,5
2,5
1.8,5
2.2,5
2.2,5
2,5
2.2,5
2,5
2.4,5
1.4,5
2.6,5
2.2,5
2.2,5
1.6,5
2,5
1.8,5
1.8,5
2.4,5
2,5
2,5
1.6,5
2.4,5
2.2,5
1.6,5
2.2,5
1.4,5
2,5
2.2,5
2.2,5
2.4,5
1.6,5
1.8,5
2,5
2,5
2,5
1.8,5
1.8,5
2.4,5
2.4,5
1.8,5
1.8,5
1.8,5
2,5
1.6,5
1.8,5
2.2,5
2,5
2.2,5
2,5
2.8,5
2,5
2,5
1.8,5
2,5
2.4,5
2,5
2.2,5
2.4,5
2.2,5
2.2,5
2.4,5
1.8,5
2.2,5
2.2,5
2.4,5
2,5
1.8,5
2.2,5
2.2,5
2,5
2.2,5
2.4,5
1.6,5
2.2,5
2.2,5
2.4,5
2.4,5
1.8,5
2.4,5
1.6,5
2,5
2,5
2.2,5
2.2,5
2.4,5
1.6,5
2,5
2,5
2.2,5
2,5
2,5
1.8,5
1.8,5
1.8,5
1.6,5
2,5
1.6,5
2.2,5
2.4,5
2,5
2.8,5
2.2,5
2,5
1.4,5
1.8,5
2.2,5
2.4,5
2.4,5
1.4,5
1.6,5
2.2,5
1.8,5
2.2,5
2.8,5
2.2,5
2.4,5
2,5
1.8,5
2.4,5
2.4,5
1.6,5
2,5
1.8,5
2,5
1.6,5
1.8,5
2,5
1.8,5
2,5
2.2,5
1.8,5
2,5
1.8,5
2,5
2.4,5
2.2,5
1.6,5
2.2,5
2.6,5
2,5
2.6,5
2.6,5
2.4,5
1.8,5
2.6,5
1.6,5
2.4,5
2.6,5
2.2,5
2,5
2.2,5
2,5
1.8,5
2.4,5
1.8,5
2,5
2.4,5
1.8,5
1.8,5
1.6,5
1.8,5
2,5
2.6,5
1.8,5
1.8,5
2.2,5
2,5
2.4,5
1.8,5
2.2,5
2.6,5
2.2,5
2,5
1.6,5
1.8,5
1.8,5
2.2,5
2.4,5
2,5
2.6,5
2.6,5
2.2,5
2.6,5
2.4,5
1.6,5
2.2,5
2.6,5
2,5
2.4,5
2.4,5
2.2,5
2,5
2,5
2.6,5
2.4,5
2.6,5
2.2,5
2,5
2.6,5
2.8,5
1.8,5
1.8,5
2.2,5
2.4,5
2.2,5
2,5
2.6,5
1.8,5
2,5
2,5
2.4,5
2.2,5
1.8,5
2,5
2.4,5
2,5
2,5
2,5
2.6,5
2,5
2.2,5
1.8,5
2,5
2.2,5
2,5
2.2,5
2.6,5
2,5
2,5
1.6,5
2.4,5
2.4,5
2.6,5
2,5
2,5
2,5
1.8,5
1.8,5
2,5
2,5
2.4,5
2.2,5
2.4,5
1.8,5
2.4,5
2,5
2,5
2.2,5
2.4,5
2.2,5
2,5
2.2,5
2.2,5
2.4,5
2,5
2.2,5
2.4,5
2.4,5
2,5
1.8,5
2,5
2.2,5
1.8,5
2.4,5
2.2,5
2.4,5
2.2,5
2,5
2,5
2.2,5
2.4,5
1.8,5
2.2,5
2.6,5
2,5
2.4,5
2,5
2.2,5
2.2,5
2,5
2,5
1.8,5
1.8,5
1.6,5
2.2,5
2.2,5
2.2,5
1.6,5
2,5
2,5
1.6,5
2.2,5
2,5
2,5
1.4,5
1.6,5
2.4,5
2,5
2.4,5
2.2,5
2,5
2,5
1.8,5
1.8,5
1.8,5
1.8,5
2.6,5
2,5
2,5
2.4,5
2.4,5
2.2,5
1.8,5
2,5
1.8,5
2.2,5
2.4,5
2.6,5
1.8,5
2,5
2.2,5
2.4,5
1.8,5
1.8,5
2.8,5
2,5
2.4,5
1.8,5
2.2,5
1.8,5
2.2,5
2,5
1.8,5
2,5
1.8,5
2.4,5
2.2,5
2.4,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
1.8,5
2.2,5
2.4,5
2,5
2,5
2,5
2,5
1.6,5
2.6,5
2.2,5
2.4,5
2,5
2,5
2.4,5
1.8,5
2.4,5
2.4,5
2,5
2,5
2,5
2.4,5
2.2,5
2.2,5
2.4,5
2.6,5
1.6,5
2.2,5
2,5
1.8,5
2.4,5
2.2,5
2.2,5
2.4,5
2.6,5
2,5
1.8,5
2.4,5
2.6,5
2.2,5
2.6,5
2.2,5
2.2,5
2.2,5
2.2,5
2,5
2,5
1.6,5
2.2,5
1.6,5
2,5
2.2,5
2.4,5
2.2,5
1.8,5
2,5
2.2,5
2,5
2.2,5
1.8,5
2.2,5
2.2,5
1.8,5
1.6,5
1.6,5
2.2,5
1.8,5
2.2,5
1.8,5
2.4,5
2,5
2.2,5
1.8,5
2,5
2.2,5
2.2,5
1.4,5
2,5
1.6,5
1.8,5
2.6,5
1.6,5
2.4,5
2,5
2.2,5
2,5
2.2,5
2.2,5
1.8,5
2,5
2.2,5
2.2,5
1.8,5
2.2,5
2.4,5
2.4,5
2.6,5
2,5
2.2,5
2.6,5
2.2,5
2.4,5
2.4,5
1.8,5
1.8,5
2.4,5
2.2,5
2.4,5
1.8,5
2.4,5
2,5
1.8,5
2.2,5
2,5
2.4,5
2,5
2.4,5
2,5
2,5
2,5
1.6,5
1.8,5
2,5
1.8,5
1.8,5
2.8,5
2,5
2.6,5
2.2,5
2.2,5
2.4,5
2,5
2,5
2.2,5
1.6,5
1.8,5
2.4,5
1.8,5
2.4,5
2.4,5
1.6,5
1.8,5
2.2,5
2.6,5
2,5
2,5
2.2,5
1.8,5
2.2,5
1.8,5
2,5
1.6,5
1.8,5
1.6,5
2.6,5
2,5
1.2,5
2.2,5
2,5
1.8,5
2,5
2,5
2,5
1.6,5
2.2,5
1.2,5
2.2,5
2.4,5
2.2,5
1.8,5
1.6,5
2.4,5
1.6,5
2.2,5
1.8,5
2,5
2.2,5
2.2,5
2.2,5
2,5
2.2,5
2.4,5
2.4,5
2.4,5
2,5
2.2,5
2,5
2,5
2.6,5
2.2,5
2.2,5
2,5
1.8,5
2.2,5
2.4,5
1.8,5
2,5
2.4,5
2.2,5
1.8,5
2.4,5
2.2,5
2.2,5
1.8,5
2.4,5
2.2,5
2.6,5
2.6,5
2.4,5
2.6,5
2,5
2.4,5
2.6,5
2,5
2,5
1.8,5
2,5
2.2,5
2.2,5
2.2,5
1.6,5
1.4,5
2,5
1.8,5
2,5
2.4,5
2.2,5
2,5
2,5
2,5
2.2,5
2.2,5
2.2,5
2,5
2.2,5
2.4,5
2.2,5
1.6,5
2.2,5
2,5
2.2,5
2.4,5
2.2,5
2.6,5
2.2,5
2.2,5
2.6,5
2.6,5
2.2,5
2.6,5
1.8,5
2,5
2.2,5
2.2,5
1.8,5
2.2,5
1.8,5
2,5
2.6,5
2,5
2.2,5
2.8,5
2,5
2.2,5
2.6,5
2.2,5
1.8,5
2.4,5
2.4,5
2.4,5
2.6,5
1.8,5
2.4,5
2.2,5
2,5
2.2,5
1.8,5
2,5
1.8,5
2.2,5
2.2,5
1.6,5
2.4,5
2.2,5
2.2,5
1.8,5
1.8,5
1.4,5
2.4,5
2.2,5
2.2,5
2,5
1.8,5
2.2,5
2.6,5
2.2,5
2.4,5
2.2,5
2.6,5
2,5
2,5
2.4,5
1.8,5
1.6,5
2.4,5
1.6,5
2,5
2,5
2.2,5
2.6,5
2.6,5
1.8,5
2,5
2,5
2.2,5
2.2,5
2.2,5
1.8,5
2,5
1.4,5
2.2,5
2.6,5
2.4,5
2,5
1.8,5
2.6,5
2.2,5
2.4,5
2.4,5
2.2,5
2.6,5
2.2,5
2.2,5
2.4,5
2.6,5
2.2,5
2.2,5
2,5
1.6,5
1.8,5
2.6,5
2.4,5
2,5
2.2,5
2.2,5
2.2,5
2,5
2.4,5
2,5
1.6,5
2,5
1.6,5
2.2,5
2,5
1.6,5
2.2,5
2,5
2.2,5
2.2,5
2.4,5
2.4,5
1.8,5
2.6,5
2,5
2,5
2.4,5
2.4,5
2,5
2,5
2.4,5
2,5
1.8,5
1.8,5
1.6,5
2.2,5
2.2,5
2.4,5
1.8,5
2.4,5
2.2,5
2.2,5
2.4,5
2.2,5
2.4,5
1.6,5
2,5
1.6,5
1.8,5
2,5
2.4,5
2.2,5
2.2,5
2,5
2.6,5
2.4,5
2.6,5
2.2,5
2.2,5
2.4,5
2,5
2.4,5
2,5
2.2,5
2.2,5
2.2,5
2.4,5
1.8,5
2.2,5
2,5
2,5
1.8,5
1.8,5
2.4,5
2.2,5
2.8,5
2.2,5
1.8,5
1.6,5
2,5
1.8,5
2.2,5
2.2,5
2,5
1.8,5
2.4,5
1.8,5
2.4,5
2,5
1.8,5
1.4,5
2.2,5
2.6,5
2.2,5
2,5
2.4,5
1.8,5
1.8,5
2.6,5
1.8,5
1.8,5
2.2,5
2.4,5
2.2,5
2,5
1.8,5
1.6,5
2.2,5
2.4,5
1.6,5
2,5
2,5
2,5
2.2,5
2.4,5
1.8,5
2,5
2.2,5
1.6,5
2.4,5
2.2,5
1.8,5
2.2,5
2,5
2.4,5
2,5
2.2,5
2.4,5
2.2,5
2.4,5
2,5
1.8,5
2.2,5
2.4,5
2,5
2,5
2.2,5
2.2,5
1.8,5
2.2,5
2.2,5
2.4,5
1.8,5
1.4,5
2.4,5
2,5
2.6,5
1.8,5
1.6,5
1.8,5
2.2,5
1.6,5
2,5
1.8,5
1.8,5
1.8,5
2,5
2.4,5
2.6,5
2.2,5
2,5
1.8,5
1.6,5
2,5
2.2,5
2,5
2.2,5
2.2,5
2.4,5
2.2,5
2,5
2.4,5
2,5
1.8,5
2.2,5
1.8,5
2,5
2.4,5
2.2,5
2,5
2,5
2,5
2.2,5
1.6,5
2.2,5
2.2,5
2,5
2.2,5
2.4,5
1.8,5
2,5
1.6,5
2.2,5
2.4,5
2.2,5
2,5
2.4,5
2,5
1.8,5
2,5
2.2,5
1.8,5
2,5
2,5
2.2,5
2,5
1.8,5
1.6,5
2.4,5
1.8,5
2.2,5
1.6,5
2.6,5
2.4,5
1.6,5
2,5
2.2,5
1.6,5
2.2,5
2,5
2,5
1.6,5
2,5
1.8,5
2.4,5
2.2,5
2,5
2,5
2.2,5
1.8,5
2.2,5
2.2,5
2,5
2.2,5
1.8,5
2.2,5
2,5
2,5
2,5
2.2,5
2.2,5
2,5
2.2,5
2,5
2.2,5
2.4,5
2,5
1.6,5
2,5
1.8,5
2,5
2.2,5
1.8,5
1.6,5
2,5
2.4,5
2,5
1.8,5
2.2,5
2.4,5
2,5
1.6,5
2.4,5
2.2,5
2,5
2.6,5
2.6,5
2.4,5
2,5
2.4,5
1.8,5
2.2,5
2.2,5
2,5
2.4,5
2.2,5
2.2,5
2,5
2.6,5
1.8,5
2,5
2.4,5
2.2,5
2,5
2.2,5
2,5
2.2,5
2.2,5
2.2,5
2,5
2.6,5
1.8,5
2.4,5
2,5
1.8,5
2.2,5
2.2,5
2.2,5
2,5
1.6,5
2,5
2.2,5
2.4,5
2,5
2,5
2,5
2.4,5
2,5
2.2,5
1.6,5
2.6,5
2,5
2,5
2,5
2.2,5
2.2,5
1.8,5
1.4,5
1.4,5
2.2,5
2.4,5
1.8,5
2,5
2,5
2.2,5
2,5
2.4,5
2.2,5
1.4,5
2,5
2,5
2,5
1.8,5
2,5
2.2,5
2.2,5
2.2,5
2,5
1.6,5
1.8,5
2.2,5
2.4,5
2.4,5
2.2,5
2,5
2,5
1.8,5
2.2,5
2.2,5
2.4,5
2.4,5
1.8,5
2.4,5
2.4,5
2.2,5
2.2,5
2.6,5
1.6,5
2,5
1.8,5
2,5
2.4,5
2.2,5
2,5
1.8,5
2.2,5
2.4,5
2,5
2,5
2,5
2.2,5
2.2,5
2.4,5
1.6,5
2.2,5
2.4,5
2,5
2,5
2.2,5
2.2,5
2,5
2.2,5
1.8,5
1.8,5
2,5
2.6,5
1.8,5
2.6,5
2.2,5
2,5
2.4,5
2,5
2.2,5
2.4,5
1.8,5
2.4,5
2.2,5
2.4,5
2.2,5
2.2,5
2.2,5
2,5
2.2,5
1.6,5
1.8,5
2.2,5
2,5
1.8,5
2.4,5
2.2,5
2.2,5
2,5
2,5
2.2,5
2,5
1.8,5
2.2,5
2,5
2,5
2.4,5
2.2,5
2.2,5
2.2,5
2.6,5
2,5
2,5
1.8,5
2.4,5
1.8,5
2,5
2.4,5
2.4,5
2.2,5
1.4,5
1.8,5
2.4,5
2,5
2.2,5
1.8,5
1.8,5
1.8,5
2.2,5
2,5
2.2,5
2,5
2.2,5
2.6,5
2.2,5
2.4,5
2,5
2,5
2,5
2.4,5
2.8,5
2.2,5
2.2,5
2.6,5
2.2,5
2.4,5
2.2,5
2.2,5
2.2,5
2.2,5
2.4,5
2.2,5
1.8,5
2.2,5
2.2,5
2,5
2,5
2,5
2,5
2.4,5
2.4,5
2,5
2.6,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2,5
1.8,5
2.4,5
2,5
2.2,5
2.4,5
2,5
2,5
1.6,5
2.2,5
2,5
2,5
2.4,5
1.8,5
2.6,5
1.8,5
1.6,5
2,5
1.6,5
2,5
2.8,5
2,5
2.2,5
1.8,5
2,5
2,5
2,5
2.2,5
2,5
2.2,5
2,5
1.8,5
1.4,5
2,5
1.8,5
2.4,5
1.8,5
1.8,5
2.2,5
2.2,5
1.8,5
2.4,5
2,5
2.4,5
2.2,5
2.4,5
2.2,5
2.4,5
2,5
1.8,5
2,5
1.8,5
2,5
2.6,5
2,5
1.8,5
2,5
2.2,5
2.4,5
2,5
2,5
2.4,5
2.2,5
2.4,5
2.4,5
2.6,5
1.8,5
2.8,5
1.8,5
2.2,5
1.6,5
2.4,5
2,5
2.2,5
2.2,5
2.2,5
2.2,5
2.2,5
1.6,5
2.2,5
2.2,5
2,5
2.4,5
1.8,5
2.2,5
2,5
2,5
2.2,5
1.6,5
2,5
2.4,5
2.6,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2.6,5
2.2,5
2.2,5
1.6,5
1.8,5
2.2,5
2.4,5
2,5
2.4,5
2.4,5
2,5
1.8,5
2.2,5
2.2,5
1.6,5
1.4,5
2.4,5
2.2,5
1.8,5
1.8,5
1.6,5
2,5
2.4,5
2,5
2.2,5
2.2,5
1.6,5
2.4,5
2,5
2.6,5
2,5
2,5
2.6,5
2.4,5
2.4,5
2,5
1.8,5
2,5
2.2,5
2,5
2,5
2.2,5
2.4,5
2,5
1.8,5
2,5
2,5
1.8,5
2.4,5
2,5
2,5
2,5
2.2,5
2.4,5
2,5
2.2,5
2.2,5
1.8,5
2,5
2,5
2,5
1.8,5
2.4,5
2.4,5
2,5
2.4,5
1.8,5
1.8,5
2,5
2.2,5
1.6,5
2.2,5
2.6,5
2.2,5
1.8,5
2.2,5
2.2,5
2.2,5
2,5
1.8,5
1.8,5
2.2,5
2,5
2,5
2.2,5
2,5
2,5
2.2,5
2,5
2.4,5
2.4,5
1.8,5
2.4,5
2.2,5
2.2,5
2.2,5
2.2,5
2.6,5
2,5
2.2,5
2,5
2.2,5
2.4,5
2.6,5
2.2,5
2,5
2.4,5
2.4,5
2.2,5
1.6,5
2,5
2,5
2,5
2,5
2.2,5
1.8,5
1.6,5
2.4,5
2.4,5
2,5
2,5
2.4,5
2,5
2.2,5
2,5
1.8,5
2.6,5
2,5
2.2,5
2,5
2.6,5
2.2,5
2.4,5
1.4,5
2.2,5
2.4,5
2.2,5
2.2,5
1.6,5
2,5
2,5
2.2,5
2,5
2.4,5
2,5
1.8,5
2.4,5
2.6,5
1.8,5
2,5
1.8,5
2,5
2.4,5
2,5
2,5
2.2,5
1.8,5
1.8,5
2,5
2.4,5
2,5
1.8,5
2,5
2.6,5
2,5
2.4,5
2.6,5
1.4,5
2,5
2,5
2.4,5
2.2,5
2,5
2.4,5
2.4,5
2.2,5
2.4,5
2.4,5
2.2,5
1.6,5
2.2,5
1.8,5
2.2,5
2,5
1.4,5
1.6,5
1.8,5
1.8,5
2.2,5
2,5
1.8,5
2.4,5
2.2,5
2,5
2.2,5
2.4,5
2.2,5
2,5
2.4,5
1.6,5
2.2,5
2.2,5
1.8,5
2,5
2,5
2.2,5
2.2,5
2.2,5
2,5
1.8,5
2.2,5
2.4,5
2.2,5
2.2,5
1.6,5
1.6,5
2,5
2.2,5
2.4,5
2.8,5
1.8,5
2,5
1.8,5
2.2,5
2.6,5
2,5
2,5
2.2,5
2,5
1.8,5
2.2,5
1.8,5
2,5
2,5
2.4,5
2.2,5
2.8,5
2.4,5
2.4,5
2.2,5
2.4,5
1.6,5
2.6,5
1.6,5
2.2,5
1.6,5
2.2,5
2.2,5
1.8,5
2,5
1.6,5
1.8,5
1.8,5
2.4,5
2.2,5
2.4,5
2.4,5
2,5
2,5
1.8,5
1.8,5
2.4,5
1.8,5
1.8,5
2,5
2.4,5
1.8,5
1.4,5
2,5
2.2,5
2.6,5
2.2,5
2,5
2.6,5
1.6,5
2.2,5
2,5
2.2,5
2.2,5
2,5
2,5
1.6,5
2.2,5
2,5
2.4,5
2.2,5
2.6,5
2.4,5
1.8,5
2.4,5
2.2,5
2.8,5
2,5
2.2,5
2.2,5
2,5
1.8,5
2.2,5
2.6,5
2,5
2.2,5
2.2,5
2,5
2,5
2.4,5
2,5
1.6,5
1.8,5
2.2,5
1.8,5
2,5
2.2,5
2.2,5
1.8,5
2.4,5
2,5
2.4,5
2,5
2,5
2.2,5
2,5
2,5
1.8,5
2.2,5
1.6,5
2.6,5
2.2,5
2.2,5
2,5
2,5
1.8,5
2.2,5
2.4,5
2.4,5
2.4,5
2.4,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2,5
2,5
2,5
2,5
2.2,5
1.8,5
2.4,5
2.2,5
2.6,5
2.4,5
2.4,5
2,5
2,5
2,5
2,5
2.6,5
2.4,5
2.4,5
2.2,5
2.4,5
2.4,5
1.8,5
2.4,5
2.6,5
2.4,5
2,5
1.8,5
2.2,5
2.2,5
2.8,5
2.2,5
2,5
2.6,5
2.4,5
2.2,5
1.8,5
2.2,5
2,5
1.8,5
2.2,5
2,5
2,5
1.8,5
2.2,5
2.2,5
2.4,5
2,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2,5
2.4,5
1.6,5
2.2,5
2,5
1.8,5
2,5
1.8,5
1.4,5
2,5
2,5
2.2,5
2.2,5
2.4,5
2.4,5
2,5
1.6,5
2.4,5
2,5
1.8,5
2.2,5
2.2,5
1.8,5
2.6,5
2.2,5
2.2,5
2.6,5
2.4,5
2.4,5
2.4,5
2.4,5
2.2,5
2.4,5
1.8,5
2.2,5
2,5
2.2,5
2.6,5
2.2,5
2.4,5
2,5
2,5
2,5
2.4,5
2.2,5
1.6,5
2,5
2,5
1.8,5
2.2,5
2.4,5
2.2,5
2.2,5
1.6,5
2.4,5
2,5
3,5
2,5
2.2,5
2.2,5
2.4,5
2.2,5
2.4,5
2.2,5
1.8,5
2.2,5
2.2,5
2,5
2.2,5
2.2,5
2,5
1.8,5
2.4,5
2.2,5
2.4,5
1.8,5
2.4,5
1.6,5
1.8,5
2.2,5
2.6,5
1.6,5
1.8,5
1.4,5
2.2,5
2.4,5
2,5
2.2,5
2,5
1.8,5
2.2,5
1.8,5
2.6,5
2.2,5
1.8,5
2.4,5
2,5
2.2,5
1.4,5
2.2,5
2,5
2.4,5
1.8,5
2.4,5
2.4,5
2.2,5
2.2,5
2.2,5
2.4,5
2.2,5
2.2,5
2,5
2,5
2,5
2,5
2.2,5
2.6,5
2.2,5
2.2,5
2.4,5
2,5
1.8,5
1.6,5
2.8,5
2.4,5
2.4,5
2.2,5
2,5
2,5
2.2,5
2.2,5
1.6,5
1.8,5
2.6,5
2.2,5
2.2,5
1.8,5
1.6,5
2.2,5
2,5
2.4,5
2.4,5
2.2,5
2.4,5
2.2,5
2,5
1.6,5
2.2,5
2.6,5
2.2,5
2,5
1.8,5
2,5
2.4,5
2.4,5
2.6,5
2.8,5
2.4,5
1.8,5
2.2,5
2.4,5
1.8,5
2.4,5
2,5
2.2,5
2,5
2.6,5
1.8,5
1.8,5
1.8,5
2.2,5
1.8,5
2,5
2.6,5
1.6,5
2,5
2,5
2.4,5
2,5
1.6,5
2.4,5
1.8,5
2.4,5
1.8,5
2.4,5
2,5
2.2,5
2.2,5
2.2,5
2,5
1.8,5
2.2,5
2,5
2.2,5
2.6,5
2.2,5
2.6,5
2.4,5
2,5
2.2,5
1.6,5
1.8,5
2.6,5
2.2,5
2.2,5
2.4,5
2.6,5
2.2,5
2,5
2.2,5
2.4,5
2.2,5
2.2,5
1.8,5
1.8,5
2,5
1.8,5
2.4,5
2.2,5
2.2,5
2.4,5
2,5
2.2,5
2.4,5
1.8,5
2.2,5
2.2,5
2,5
2.2,5
2.4,5
2.8,5
2,5
1.8,5
1.8,5
2.2,5
1.6,5
2.4,5
2.2,5
2.2,5
2.2,5
1.8,5
2,5
2.2,5
2,5
2.2,5
1.8,5
2.2,5
2.6,5
2.6,5
2.2,5
2.2,5
1.8,5
2.2,5
2.2,5
1.8,5
1.6,5
1.8,5
2.6,5
1.4,5
2.4,5
2,5
1.6,5
1.8,5
1.8,5
2,5
1.6,5
2.4,5
2,5
1.8,5
2,5
2,5
2,5
2.2,5
2,5
2.6,5
2,5
1.6,5
1.8,5
2,5
2.2,5
2.4,5
2.2,5
2.2,5
2,5
2.2,5
1.8,5
2.4,5
2,5
2,5
1.6,5
2.2,5
2.2,5
2.2,5
2,5
2,5
2,5
2.2,5
2.4,5
2.2,5
2,5
2,5
2.2,5
2.4,5
2.2,5
2.2,5
2.2,5
2.6,5
2.4,5
1.8,5
2.2,5
2.2,5
2,5
1.6,5
2.4,5
2.2,5
1.8,5
2,5
1.6,5
2.2,5
1.8,5
2.2,5
2.2,5
2,5
1.6,5
1.4,5
1.6,5
1.8,5
2,5
2,5
2.2,5
2,5
2.4,5
1.8,5
2,5
1.8,5
2.2,5
2,5
2,5
2.2,5
1.6,5
2.4,5
1.8,5
1.8,5
2,5
2.2,5
2,5
2.4,5
2.6,5
2.4,5
2.4,5
2,5
2.2,5
1.8,5
1.8,5
2,5
2.2,5
1.6,5
2.4,5
1.8,5
2,5
2.4,5
1.8,5
2,5
2.4,5
1.8,5
2.4,5
2,5
2.2,5
2,5
2,5
1.6,5
2.2,5
2.2,5
1.8,5
2.6,5
2.2,5
2.2,5
1.6,5
1.6,5
2.2,5
2.2,5
2.2,5
1.8,5
2.2,5
2,5
1.8,5
2,5
2.2,5
1.8,5
2,5
2,5
2.6,5
2.2,5
2.2,5
2.4,5
1.6,5
2.2,5
1.4,5
1.2,5
1.8,5
1.8,5
1.8,5
2,5
2.2,5
2.2,5
1.8,5
1.8,5
1.8,5
1.8,5
2.4,5
2,5
2.4,5
2,5
2.4,5
1.6,5
2.2,5
1.8,5
2,5
1.8,5
1.8,5
1.8,5
2,5
1.6,5
1.6,5
1.4,5
2.4,5
2.2,5
1.6,5
2.2,5
1.6,5
1.8,5
1.8,5
1.8,5
1.8,5
2.2,5
1,5
1.8,5
2,5
2.2,5
1.6,5
1.2,5
1.6,5
2.2,5
1.4,5
1.8,5
1.6,5
1.8,5
2,5
2.4,5
1.8,5
2,5
1.6,5
2.4,5
1.6,5
2,5
1.6,5
1.6,5
2.4,5
1.6,5
2,5
1.6,5
2,5
1.6,5
1.8,5
2.2,5
2.4,5
1.8,5
1.8,5
1.4,5
1.6,5
2.2,5
1.6,5
2.2,6
1.8,6
2,6
2,6
1.6,6
1.6,6
1.8,6
2.4,6
2,6
2.4,6
2,6
2.4,6
2.6,6
2,6
2.2,6
1.6,6
2,6
1.4,6
1.6,6
1.4,6
2.2,6
1.6,6
2.2,6
1.8,6
2.2,6
1.8,6
1.8,6
1.6,6
1.6,6
2.6,6
2.2,6
1.8,6
1.6,6
2.2,6
2.2,6
1.8,6
1.6,6
1.4,6
2,6
2.4,6
1.8,6
1.8,6
1.6,6
2,6
1.4,6
1.6,6
2.2,6
2.2,6
2.2,6
2.4,6
1.8,6
1.4,6
2,6
1.6,6
2,6
2.2,6
2.6,6
2.2,6
2.6,6
1.8,6
2,6
2.2,6
2.2,6
2,6
2.2,6
2.2,6
2,6
2.2,6
2.2,6
2,6
1.6,6
2.8,6
2.4,6
2.2,6
1.8,6
2.2,6
2.4,6
2.6,6
2.2,6
2,6
1,6
1.4,6
1.8,6
2,6
1.4,6
2.2,6
2,6
2.2,6
1.6,6
2,6
2.2,6
2.2,6
1.8,6
1.6,6
2,6
1.8,6
2.2,6
2.2,6
2,6
2,6
2,6
2.2,6
2.2,6
2,6
1.8,6
2.6,6
2,6
2,6
2,6
2.2,6
2,6
2.6,6
2.4,6
1.8,6
2.2,6
1.8,6
1.8,6
2.2,6
1.8,6
2,6
2.4,6
1.6,6
2,6
1.8,6
2.4,6
2,6
1.6,6
2.4,6
2.2,6
2.4,6
2,6
2.4,6
2.4,6
2,6
2.6,6
2.4,6
2.2,6
2,6
2,6
2.2,6
2.2,6
2.4,6
2.2,6
2,6
2,6
2,6
1.6,6
2.2,6
1.8,6
1.8,6
2.2,6
2.4,6
1.8,6
2.2,6
2.2,6
2.2,6
1.8,6
2.4,6
1.8,6
2,6
2.2,6
1.6,6
2,6
2.8,6
1.6,6
2.4,6
2.2,6
1.6,6
2.2,6
2.2,6
1.8,6
2,6
2.4,6
1.6,6
2.4,6
2.8,6
2.2,6
2.4,6
2.2,6
2.4,6
2,6
2,6
1.8,6
2.4,6
2.4,6
2.4,6
2.2,6
2.6,6
2.2,6
2,6
2,6
1.8,6
2,6
2,6
2,6
1.6,6
2.4,6
2,6
2.2,6
2,6
2.4,6
2.2,6
1.6,6
1.8,6
2.6,6
2.2,6
1.8,6
2,6
2,6
1.8,6
2,6
2,6
1.8,6
1.8,6
2,6
2.4,6
2.4,6
2,6
1.8,6
2.4,6
2.2,6
2.2,6
2.2,6
2.4,6
1.8,6
2.2,6
2.2,6
2.2,6
2.4,6
2.2,6
2.2,6
2,6
2.8,6
2.4,6
2.4,6
2,6
2,6
2,6
2.6,6
2.4,6
2.2,6
2.4,6
2,6
2.4,6
2.2,6
1.8,6
2,6
2,6
2.2,6
1.4,6
2,6
2.4,6
2,6
2.4,6
2,6
2.4,6
2,6
2.4,6
2,6
2.2,6
1.4,6
2,6
2.4,6
2,6
2.2,6
2.2,6
2.2,6
2.2,6
2.2,6
2.4,6
2,6
2.2,6
2,6
2.2,6
2.4,6
2,6
1.8,6
1.6,6
2,6
1.8,6
1.8,6
2,6
2,6
2.2,6
2.6,6
2,6
2,6
1.8,6
2.8,6
1.8,6
2,6
1.8,6
1.6,6
3,6
2.4,6
2.2,6
2.2,6
2.2,6
1.8,6
2,6
2,6
2.4,6
1.8,6
2.4,6
2.2,6
2.2,6
1.8,6
2.4,6
2,6
2,6
2.2,6
1.6,6
2,6
2.2,6
2.2,6
2,6
2,6
2.6,6
2.4,6
2.2,6
2,6
2.2,6
2.2,6
2,6
2.4,6
1.8,6
1.8,6
1.4,6
1.8,6
2.2,6
2.2,6
1.4,6
2,6
2.4,6
2.2,6
2.6,6
1.6,6
2,6
2.6,6
1.4,6
2.2,6
2.2,6
2.2,6
2.4,6
2.4,6
2,6
2,6
2.4,6
