S,fit,comphet,landscape
3.2,0.771149609269952,0.0186987037955594,1
3,0.802811120009663,0.0242976454689131,1
3,0.78171208971264,0.0295812949666775,1
3,0.804937750686372,0.0220106977890825,1
3,0.808400510456255,0.0235244912299203,1
3,0.783413567764002,0.0258881389560108,1
3,0.797402320432913,0.0293761362007386,1
3,0.792876105461461,0.0316269848397634,1
3,0.793722682613605,0.0325429334250398,1
3,0.742723071669133,0.0336502015765434,1
3,0.766796084513174,0.0252099796159271,1
3,0.805959023042695,0.023027532633379,1
3,0.796277429038831,0.0195295935028027,1
3,0.787626120016756,0.0235300595272325,1
3,0.83679294993065,0.0242560948598001,1
3,0.789729647569721,0.0306801848175182,1
3,0.731324687839761,0.0241920247088629,1
3,0.727736745558368,0.0293234492459098,1
3,0.856254992626626,0.027279031451586,1
3,0.777188259891527,0.030990990282788,1
3,0.796301796053484,0.0241495107464575,1
3,0.846909862445407,0.0191036212756333,1
3,0.793390940763628,0.0252390057877474,1
3,0.888006530636701,0.0280608402040068,1
3,0.670436796177604,0.0263037668000569,1
4,1.86429741879382,0.00187153220237814,2
4,1.65840726712743,0.000830747498200437,2
4,1.66207765152867,0.000829156551180928,2
4,1.70132611449809,0.00177170758895722,2
4,1.72832924130562,0.00150705059531864,2
4,1.65058154636688,0.0015593066582944,2
4,1.6964398088894,0.00115888771017656,2
4,1.91693738277742,0.000534172733996721,2
4,1.75267483910469,0.00219378934790226,2
4,1.70912941399451,0.00178986266374339,2
4,1.77082151278145,0.00148437873262896,2
4,1.75999838860427,0.00222875383761634,2
4,1.9693606870533,0.00129333627688349,2
4,1.72982730002297,0.00099614335686887,2
4,1.83650962009935,0.00213109847796728,2
4,1.91138129431399,0.000222649526971414,2
4,1.99849111896137,0.00115050715762282,2
4,1.8714261227456,0.00130128016773467,2
4,1.93806808962569,0.00131923650312823,2
4,1.8537254887061,0.00193273501033388,2
4,1.89487356413823,0.00213917069526432,2
4,1.67625436233529,0.00180556009404358,2
4,1.79669081060162,0.00138658696341457,2
4,1.7954377434662,0.00222885228076191,2
4,1.76762622097594,0.00345329424753225,2
4,1.70889825804963,0.0163400041243625,3
4,1.4540449322686,0.0162618012124854,3
4,1.35183580660605,0.0160586238335134,3
4,1.48591898068734,0.0162371714356351,3
