S,fit,comphet,landscape
2,0.103555423850048,0.384090236515694,1
2,0.218242663523696,0.294726878694053,1
2,0.391938508847713,0.147889822702518,1
2,0.232963675610378,0.305005751393987,1
2,0.792014308471367,0.0579600055667732,1
2,1.50012563180058,0.102144341020031,1
3,1.65679354713105,0.11716804265373,1
3,0.668124336790639,0.0315257766345685,1
3,0.651530584981542,0.0353271475912074,1
3,1.04904630771942,0.00447202660220484,1
3,0.644961386762822,0.0397634887405841,1
3,0.630623597233345,0.0103921967717375,1
3,0.861233484312738,0.00938704433779753,1
2,0.908972978228146,0.0595671197190209,1
2,0.438028225634426,0.0357509539668456,1
2,1.36109952704905,0.000359962830159259,1
2,0.257554660933857,0.226242705500585,1
2,0.658643618891837,0.000504921168613469,1
2,0.818274756937057,0.0639567682581483,1
3.2,1.24614021531422,0.128530488293849,1
3,0.776949619377103,0.0167998229097728,1
2,0.291979286590784,0.158414515285639,1
2.2,0.381203478704754,0.114908308583247,1
2.4,0.562619740400509,0.0542215107704908,1
3,0.724355498133532,0.0198261193982115,1
3,0.879329387285944,0.0100356931360552,1
2,0.983525747664195,0.00148480866026622,1
2,1.19495396385733,0.0793654386868017,1
2,0.369789002613875,0.15242867588595,1
2,0.320347673326808,0.148464053175558,1
2,1.23744570798369,0.00812121883577678,1
3,1.8145431795291,0.107748077665737,1
3.8,1.07609017266213,0.0817104766741933,1
2.2,0.526939881870958,0.1076635564002,1
1.4,0.116594478900312,0.263134087547652,1
1,0.0463436116885026,NaN,1
2,0.417583624654433,0.157534275648406,1
2.8,0.627592272527724,0.0593023161299084,1
2.2,0.552169471962721,0.0541068683070007,1
2,1.10022365542974,0.0604433920988772,1
2,0.312826666062465,0.238240247413029,1
2,0.330046621480594,0.335914326533081,1
2,0.377592369227958,0.162502789770061,1
2,0.77847922457959,0.0782732475077718,1
4,1.69233205041725,0.0457635220057877,1
3,0.84678744597786,0.00971510899182862,1
2,0.593952341018019,0.121177635868029,1
2,0.395640005719906,0.203615577898424,1
1.6,0.371722526862584,0.286380143079897,1
1.4,0.147786589771564,0.22873288702161,1
1.6,0.341305744144357,0.3434027739407,1
2.8,0.712597461315603,0.00970562319083744,1
2,0.813505939247609,0.147051246735699,1
2,0.257113448841179,0.305735246690067,1
2,0.385041346132274,0.186040081541495,1
2,1.40430021366017,0.000317107048406383,1
3,1.74166643495832,0.0611625796073574,1
3.4,1.54900357880531,0.0366977988311099,1
2.6,0.529728467375995,0.0283598409980142,1
3,0.464810324432829,0.0424517687383801,1
3,0.563710700257839,0.0217023572642115,1
3,0.817592625364654,0.00793523950015097,1
3,0.538381305613295,0.048396852601664,1
2,0.187364730064363,0.283094028659086,1
3,0.866312505063409,0.011947226718723,1
2,0.518652390733981,0.0566141459217199,1
2,0.712961917125275,0.0976850050551101,1
2,0.855918077478773,0.0251552080130042,1
2,1.18845263731845,0.0213629994717086,1
3,1.5746124504873,0.0942084510316561,1
3,0.756801924751656,0.0166551524107634,1
2.6,0.557679161335345,0.0211204569584456,1
2.2,0.676840267562157,0.0999162792678305,1
3,0.710806527866218,0.0310458427820907,1
3,0.769984552337582,0.0123616481594282,1
3,0.713290520580628,0.0242629939047363,1
3,0.716403443134826,0.0192848295248892,1
3,0.582815988235595,0.0365990240952014,1
2,1.81536098964754,0.0830962715613096,1
2,0.760536289842098,0.0144732540364054,1
2,1.36216947163725,0.0244670388295119,1
2.8,2.30059626919215,0.103371433925822,1
3.8,1.42139498611247,0.0181004331720674,1
3,0.502677892491708,0.0156912191550527,1
2,0.316478499205187,0.210712005201334,1
2,0.432156328600285,0.268562656609396,1
3,0.714659142216243,0.025549424649752,1
3,0.662236571145906,0.0196508640332562,1
3,0.641046253579306,0.0104851909291952,1
3,0.660776833585286,0.0144638949406056,1
3,0.980302550381634,0.0160455197030378,1
3,1.58992704417389,0.136381484720903,1
3,1.58689250603673,0.110883531843298,1
2.8,1.37163774401903,0.07142063450115,1
3,0.826085019664788,0.0673974910649898,1
3,0.832662134664981,0.00777998009216967,1
3,0.655562443159178,0.0135236499967071,1
2.4,0.496097296069765,0.0744427315871736,1
1.4,0.385764614872745,0.334489267647876,1
2.2,0.717932157904203,0.0850352741589264,1
3,0.700682854065894,0.0244123277616982,1
3,0.868882947794768,0.0216230378125564,1
3,0.69745667530494,0.0159133860877512,1
3,0.663596130026502,0.0237045170851728,1
2.2,0.54989976917153,0.0833228974260441,1
2.6,0.54975189546468,0.0619941139545718,1
2.8,0.409622888205856,0.0371326875130416,1
3,0.589034940071156,0.0104245067311735,1
3,0.858328843720395,0.0270723606001786,1
3,0.60086136231277,0.0286443739941787,1
3,0.531350945700413,0.0415449326963053,1
1.8,0.327994954219929,0.242818330588091,1
1.2,0.222923316720207,0.383206252987281,1
2.4,0.489858233877981,0.0765794581701221,1
3,0.847902767456371,0.0309804917801018,1
3,0.697541107099954,0.0324222085797018,1
