S,fit,comphet,landscape
3,0.569337209540103,0.0457736092168978,1
3,0.653525221631992,0.0467831392699073,1
3,0.555056875917682,0.0368842005633257,1
3,0.605544986324686,0.0407333862488703,1
3,0.738734156225274,0.0497523744245142,1
3,0.642265529919749,0.0354148132094947,1
3,0.554127707011604,0.0499060881189256,1
3,0.511649841749286,0.0615942710579988,1
3,0.639365745320006,0.0429411599448654,1
3,0.661492564220681,0.0445783166841105,1
3,0.626763104125996,0.0307939996816852,1
3,0.645952553832618,0.0502874625480764,1
3,0.581814565515513,0.0467168435327515,1
3,0.57937602324139,0.0469810985805764,1
3,0.677880349098716,0.038766743008425,1
3,0.692151011418243,0.0361649668772962,1
3,0.701270874358093,0.0351145051097315,1
3,0.620832251503022,0.0419424119126546,1
3,0.683961952765352,0.0401989172736028,1
3,0.634406194291725,0.0459567550338794,1
3,0.618787021420739,0.0312471079899086,1
3,0.714607739705335,0.045371081075076,1
3,0.685075819147635,0.037386885698395,1
3,0.63368060365805,0.0536543435763766,1
3,0.705950847965994,0.0257375504523977,1
4,2.08491074725313,0.00222242945580993,2
4,2.39169578921198,0.00342468693774446,2
4,2.11917929871867,0.00388210654997088,2
4,2.60710349673744,0.00475953101090211,2
4,2.8258507412964,0.00157674889502121,2
4,2.17552234729647,0.00486762596396604,2
4,2.56986909185528,0.00387744972462538,2
4,1.99301669991751,0.00247607128838024,2
4,2.74237940766338,0.00167638592713184,2
4,2.32396354881617,0.00449155945039052,2
4,2.56220983745081,0.00202597880800072,2
4,2.62792826617493,0.00304277470484961,2
4,2.60371311100248,0.0038974325670091,2
4,2.90019365923844,0.00153054916380233,2
4,2.54478453272903,0.00182562683247611,2
4,2.55939781820866,0.00237997499410647,2
4,2.28269897948004,0.00483082451351406,2
4,2.68612147656181,0.00415697295884294,2
4,2.43347213422838,0.0034581559711846,2
4,2.34016892218888,0.00226335298756589,2
4,2.05102381544319,0.00508347937281165,2
4,2.47561587350269,0.00199603230086111,2
4,2.65371935067024,0.00514869452759987,2
4,2.59663469932811,0.0028121123817406,2
4,2.46435303562532,0.00515257687240767,2
2.2,0.734064238972224,0.0138271359236852,3
2.4,0.779532922057293,0.0451774658861751,3
2.2,0.74451562272997,0.049792079212234,3
2,0.679753573016637,0.00657686818664921,3
2,0.794454837894049,0.00855259707502711,3
2.2,0.779269628876045,0.0166067991837028,3
2.2,0.687257171811966,0.0650809893551461,3
2,0.77552318654794,0.0284562577377448,3
2,0.840918064205412,0.0758028927824656,3
2.4,0.762949850559615,0.0293478684044394,3
2.4,0.824251795160074,0.0392937911621384,3
2.2,0.770817648453669,0.0309269911548409,3
2.2,0.726290768375431,0.0210472424345766,3
2,0.722249360550898,0.0155265839303854,3
2.2,0.676630318163413,0.0299305550046117,3
2.2,0.7400853950257,0.0352167224333815,3
2,0.709916533549203,0.0139393138747786,3
2.2,0.816980978258706,0.023212895842739,3
2.2,0.810102338826028,0.0105562100444277,3
2.4,0.74300331682633,0.0286108099274646,3
2.4,0.923652228894938,0.0360845011799201,3
2.2,0.853589259987304,0.0104403716004702,3
2.2,0.834968635046044,0.00982386378557352,3
2.2,0.848028178677114,0.0696510455308687,3
2,0.873587958535497,0.0278453513352979,3
4,1.75095623473462,0.0156780072334849,4
4,1.99837523911149,0.0100020236812754,4
4,1.79348048467263,0.0184042622262749,4
4,1.70041380801587,0.0111310395408664,4
4,1.73410526329404,0.0158592818184005,4
4,1.92350936136786,0.0120064059885614,4
4,1.83893716601724,0.0114707384221479,4
4,1.78161832579162,0.0118919200485088,4
4,1.81699295545355,0.0139281809382181,4
4,2.09089235267365,0.0144200433900134,4
4,1.97851295064395,0.0123966122940717,4
4,1.8504023336804,0.0111884788270642,4
4,1.88854400926432,0.0137168267128805,4
4,1.97052297065152,0.0151634301612072,4
4,2.12830713218533,0.0106947734124151,4
4,1.86445174577074,0.011307986432047,4
4,2.01368106360006,0.0163493275592882,4
4,2.113955814827,0.0120097271807284,4
4,2.11567495781482,0.0087512872542147,4
4,2.27739299538146,0.00777746544008215,4
4,2.07926216774725,0.00863684525250668,4
4,2.09281726354626,0.00874454096149127,4
4,2.19615167528337,0.00737557837737725,4
4,2.01829770093424,0.00853628048227674,4
4,2.05848470969427,0.0113801069593768,4
4,2.80016196783261,0.00172461432353874,5
4,3.39207603334064,0.00379312796715225,5
4,3.03172444452884,0.00405825862131884,5
4,3.55935508501398,0.0028055639460597,5
4,3.40494266157181,0.00445514638241373,5
4,2.8210787319131,0.00492125727643462,5
4,3.26828081774638,0.0043478368373606,5
4,3.32880346956585,0.00407474345360217,5
4,3.37043083091092,0.00266881469169983,5
4,3.23812234303537,0.00206071712345124,5
4,3.24219421026982,0.000622128676810758,5
4,2.8116663950102,0.00314866765822345,5
4,3.03251827615479,0.00316225870134403,5
4,3.1883600942591,0.00321207321873219,5
4,3.42126996890126,0.00480693973184579,5
4,3.10575805316811,0.00598273503938001,5
4,3.4450412478748,0.00856448669553478,5
4,3.85046786357959,0.00662754022534958,5
4,3.75655547301883,0.00793443476942962,5
4,3.02872761199311,0.00464846624165808,5
4,3.65831908679747,0.00771286311014701,5
4,3.07841656804004,0.00693306371346276,5
4,3.58798579335036,0.00586039323319082,5
4,3.02184834847464,0.00429825257940199,5
4,3.21380049335638,0.00762012223883269,5
4,2.76924911435928,0.0049960810738731,6
4,2.36334178099024,0.00536096588690281,6
4,2.25237242188781,0.00578759023646383,6
4,2.11501203494119,0.00672504659946182,6
4,2.17378361736884,0.00466314384310612,6
4,2.56998368306244,0.00710473767470508,6
4,2.04577225574344,0.00594559185651327,6
4,2.07867830084852,0.00549780454256671,6
4,2.41197797319544,0.00852149398563696,6
4,3.05760369055337,0.00300531359508663,6
4,2.65801865542928,0.00649237279487963,6
4,2.1743302495878,0.00656740839633026,6
4,2.28225549572072,0.00338882468414872,6
4,2.79222532336327,0.00538631665868544,6
4,3.00963302925876,0.00247636519693011,6
4,2.59133507802978,0.00446495332502055,6
4,3.11211160185675,0.00521092614249477,6
4,2.76583308117005,0.00302787585521599,6
4,2.57863896263522,0.00321442179865237,6
4,2.56242443148965,0.00733395967652143,6
4,2.65584117532184,0.00250862177768768,6
4,2.43259971777943,0.00744444216706014,6
4,2.28767015271441,0.00253077978547856,6
4,2.68763816016958,0.00510190519784816,6
4,2.4788522169915,0.00909749772192307,6
3,0.660734619927907,0.0149489258291641,7
3,0.732451359473873,0.0147142518471072,7
3,0.717123829451537,0.0113800280280897,7
3,0.761820980321565,0.0160031063746451,7
3,0.715479994764052,0.0168279509144729,7
3,0.749282502046605,0.00668973997387671,7
3,0.749209395495856,0.015446904809972,7
3,0.734182357291533,0.00492061964772454,7
3,0.741000477981885,0.0142272938790182,7
3,0.715160231044338,0.00732122108704169,7
3,0.761626241111737,0.0145516153287693,7
3,0.755404964323346,0.0207937628688867,7
3,0.775035891575239,0.0188432057999084,7
3,0.797094556728513,0.0128940345248695,7
3,0.736842250047339,0.0141060968323808,7
3,0.778344916568776,0.0177504702092064,7
3,0.849637872351263,0.0224752989314027,7
3,0.74510900416698,0.0298302815765832,7
3,0.8051196503493,0.018915527071335,7
3,0.804980096249487,0.019869432906937,7
