S,fit,comphet,landscape
2,0.281861511093071,0.150000248079157,1
2.2,0.292776328785146,0.111131994702404,1
4,0.963469563157639,0.0205918369358857,1
3,0.474369176286479,0.0423787481761188,1
2.8,0.578314816240914,0.00404358348529131,1
2,0.250356634237929,0.179601941335147,1
3,0.479980291581316,0.0557665602239234,1
4,0.854125305377255,0.0173357280430446,1
3,0.440845176671799,0.0281973712370072,1
2.8,0.48841737999178,0.0220471824846312,1
3,0.797879304866251,0.0436109786009675,1
4,0.903820902831153,0.00642017936693198,1
3,0.624559208266472,0.0360518816551787,1
3,0.512092400676145,0.0139600956424435,1
3,0.689001189332399,0.0108811373402267,1
4,1.01901476245647,0.0315353593737967,1
3.4,0.785070023522512,0.0245485877768927,1
3,0.801244368258917,0.0266253063044411,1
3,0.224531567503204,0.0615448799582361,1
3,0.578227082103213,0.0147715329630557,1
3,0.782213932752544,0.00437650344996637,1
3.2,0.461489615516527,0.0617028625406267,1
3,0.687272530822636,0.0552459036183411,1
3,0.657615375847909,0.00658930935363611,1
3,0.842395154803429,0.00550774700257587,1
2,0.307639193628166,0.0917103497109953,2
3,0.401456382683933,0.00799005763650211,2
3.2,0.745474961034819,0.0317874162730966,2
4,0.862642426270288,0.00438877227057564,2
3.2,1.12663272285718,0.0039566279572065,2
2,0.218698526872339,0.0751072394240927,2
3,0.406295158792994,0.0293712487070897,2
4,0.494894324840743,0.0180825468529157,2
3.4,1.0157672061869,0.0157336676505167,2
3,0.854979827268838,0.0116882574436113,2
3,0.439593632511578,0.0348967932504175,2
4,0.712726724176742,0.0268376303032688,2
3.6,0.690035737906737,0.0254972527094034,2
3,0.496496760195427,0.0242848004296188,2
3,0.385480550359008,0.0615110227311683,2
3,0.483116257016569,0.0308121378521224,2
4,0.756725431212007,0.0113390895024757,2
3,0.670214972070274,0.0369518176480897,2
2,0.242663371266593,0.127827826282026,2
3,0.543198924781391,0.0246809172713357,2
2.2,0.47930354854709,0.0806567328773808,2
3.8,0.784145513592731,0.00867898893745983,2
3,0.755907362431484,0.0249958246322106,2
3,0.846144551146216,0.00271777912536038,2
4,0.79270410515957,0.001027264882513,2
2.6,0.55011125098622,0.0584434199189247,3
3,0.648497358570279,0.0505629834148499,3
3,0.493130303501717,0.054988383666955,3
2,0.168642282307618,0.155493082936401,3
2.4,0.341156561941768,0.0997775155286374,3
4,1.4383068227952,0.0100487774813925,3
4,1.19578672195024,0.0180995440032229,3
4,1.03439617922327,0.0188146039205016,3
4,0.949544262835547,0.0108297612770048,3
3,0.890212074830476,0.0402469589827373,3
3,0.584612254032038,0.0380988567074281,3
3,0.454545731196709,0.0528867651996242,3
3.8,0.705039874633998,0.0258977970066346,3
3.6,0.603210034206215,0.0446265109922752,3
4,0.911654244961015,0.0270839924292051,3
3,0.626227840476398,0.022383485138632,3
2.8,0.366944233920167,0.0304777822455222,3
2,0.291659703719723,0.0525459667563463,3
3.2,0.572174455350097,0.035925321509401,3
3,0.547189377619484,0.0328010816047533,3
3.8,0.870754369678036,0.0174176368297552,3
3,0.695127794496408,0.00879162097334948,3
2.2,0.648444389918153,0.0190349207960711,3
2.8,0.585528645599703,0.0392879766411178,3
4,0.95696916522696,0.00786432215906788,3
3,0.829401923214534,0.00980524477192403,4
3,0.639642754322016,0.0248787656390275,4
2.2,0.147590226855229,0.165365758367594,4
3,0.669202275535194,0.0503478508963896,4
3,1.5144881052886,0.00567705567185654,4
3,0.895757366334205,0.0207189601289259,4
3,0.827627908433205,0.021531239320533,4
3,0.490035989558643,0.0762782469917092,4
3.2,0.650830543165437,0.031735659821318,4
4,1.19217844770401,0.00834991556068595,4
3,1.34841969862383,0.0136503589429327,4
4,0.821780578878131,0.000445994190187032,4
4,0.67462284812143,0.0158403045076028,4
3.8,0.487304926588213,0.0574021194866014,4
3,0.34923033549237,0.0525526293189469,4
3,2.39601022374842,0.00564414996774871,4
4,0.660131369617722,0.0366932682634287,4
2.6,0.351518353072601,0.0449027382123337,4
2,0.312408122884926,0.0430951363964602,4
2,0.60730987796812,0.0315284611391267,4
3.2,2.18070001025304,0.0120955423546834,4
3,0.452436185029029,0.0363449521367357,4
2.8,0.471049335960129,0.0305541855272927,4
2,0.168324977357198,0.168555726620255,4
1.8,0.177720128813142,0.215276886997165,4
3.8,0.816945427274498,0.00986177947339773,5
4,1.16418757836042,0.00819462063433536,5
3,0.794085097764664,0.0197084571278247,5
3,0.438300644280164,0.0460664090862976,5
2,0.0436230713604527,0.105013720038704,5
3,0.439155868348184,0.01724287623454,5
4,0.777747426660128,0.00477684654371364,5
3,1.28168945996145,0.022291698911182,5
3,0.840259185298717,0.0200070213646118,5
