-2.8736,-0.62498,1.6236
-2.7375,-0.051522,2.6344
-2.5971,-0.54301,1.5111
-2.7289,-0.20857,2.3117
-2.7752,-0.25652,2.2621
-2.5766,-0.13791,2.3008
-4.1513,-1.3401,1.4711
-1.0473,1.3402,3.7277
-2.2025,-0.27459,1.6533
-2.743,-0.037239,2.6685
-2.8698,-0.65209,1.5656
-1.2101,1.2849,3.7799
-2.3339,-0.20836,1.9172
-1.031,1.2787,3.5884
-3.2767,-1.0404,1.1959
-2.3292,-0.16053,2.0081
-2.2746,0.15426,2.5831
-1.6355,0.74397,3.1234
-1.6699,0.89088,3.4516
-1.0671,1.3008,3.6687
