"","meanR","varR","cvR","fractalR","meanC","varC","cvC","fractalC"
"1",-2.0048915543588,0.655439428785532,0.165313092145388,2.61228232248381,-5.94128242274885,0.66451134365029,0.57023886338562,2.4343786653424
"2",-3.05793865916606,0.291754582283694,0.140505696765912,2.71409498705006,-5.6638517860472,1.07096303440815,0.606265425762267,2.22542698742211
"3",-1.98394437766317,0.284832247685549,0.108513035816006,2.55392782837739,-4.65418727953322,1.37907170324552,0.432277988550251,2.41240209982453
"4",-0.858466041773835,0.352173028249276,0.0981909431158109,2.54578495017071,-5.13843844787035,0.349010573640198,0.264637648294124,2.77859774369996
"5",-0.361264975013882,0.181853697156485,0.0651958652681926,2.89573865440426,-3.8642972016053,0.482741991840409,0.198144196518655,2.54751778551168
"6",-0.647012052917737,0.144224134423751,0.0607123962944722,2.50969784738906,-2.68523976441484,0.421621672259598,0.138579326646104,2.78937956700414
"7",-1.24625640337532,0.245303554111616,0.0875680113715989,2.92602825574554,-1.35582546188563,1.0440820818357,0.169876133076065,2.3662419807412
"8",-2.22415712486616,0.420821573794429,0.138670203218956,2.44672935928295,0.396622973700528,1.24425797370598,0.143607579277332,2.26405162681981
"9",-2.40232412842061,0.629576531815858,0.176328298981976,2.40122002670483,1.22243196237992,0.166271388629195,0.0474516604173889,3.14533539499531
"10",-3.26408552888585,0.175498368487439,0.115148441051109,2.76951142718461,1.02306322145925,0.709959563669744,0.100381593711166,2.77391050127878
"11",-4.06971165228616,0.415513490373992,0.227573511162784,2.75506194883499,1.68153251021861,0.502098858609902,0.0782768511946214,2.46633476930332
"12",-4.4059988479885,0.258292842186432,0.203598004662386,2.6567387180794,1.00135949030302,0.849086217581497,0.110062042516457,2.53459147813056
"13",-4.7649975270763,0.386005540786457,0.29070164784514,2.54840840209056,0.964204269084328,0.875868508010496,0.112282685416485,2.64674082530576
"14",-1.70216509169448,0.374946172469252,0.117754285175665,2.6618156930137,-4.18994194936986,0.285121090465942,0.167868104496591,2.6348582262298
"15",-3.21677068508374,0.288651092483825,0.145779489352676,2.54887644092592,-3.76774803450686,0.387659382061909,0.172803559737192,2.60761897491346
"16",-1.7116837349421,0.959188914000265,0.188686154539608,2.27053968454381,-3.42567047337082,0.575822538582868,0.192345173214518,2.54304575410139
"17",0.321961616928661,0.265752075740007,0.0713591736264104,2.79262542537755,-4.77093456157001,0.578640313114224,0.292584143203517,2.30155374425323
"18",-0.232517415304731,0.145504749482391,0.0571916021239426,2.94779385784622,-3.20750466356567,0.470096550369057,0.164685223669739,2.67809601510231
"19",-0.566645953451096,0.213177584767793,0.0728760712270138,2.68026683962884,-2.70953012158444,0.39863809061567,0.135451447250376,2.71584425783234
"20",-1.11707367541177,0.248364674452862,0.0861451304603669,2.83644475450241,-1.43488155416902,0.3435142012536,0.0987377543278564,2.81085945315407
"21",-1.17684259308838,0.25902440227801,0.088892759982434,2.92743446903277,1.39570633294227,0.891359527606232,0.107695884545976,2.59844618181906
"22",-1.39112902553858,0.625577406366817,0.143516926248305,2.41521769343692,2.53103224886374,0.441371994740011,0.0670943757703984,2.6314347481498
"23",-2.84325141203125,0.391709189702039,0.154193629123574,2.61089824148668,2.42068732513167,0.554342820807308,0.0760396018352984,2.76135266501647
"24",-3.89808525633819,0.31628602041417,0.187206496232611,2.74389698464061,2.01628757823129,0.554136947943348,0.0793006852632763,3.04492478408378
"25",-4.81969707622992,0.222602819634588,0.226556229500708,2.64718995921431,1.19482869897534,0.346147081590297,0.0686863244152149,2.81354369810717
"26",-4.84208615169601,0.219460613255568,0.227396266527273,2.84925229814223,1.29720684760105,0.354231521013451,0.068663122633661,2.63160868382892
"27",-0.586997374513171,0.833432063808515,0.144559484804317,2.38092798518837,-3.35183441386458,0.173519196334542,0.10364723907294,2.89095119348651
"28",-2.51355838966303,0.357420579137189,0.136225340992391,2.50434089239423,-4.04835873290225,0.419825204974606,0.195018063261794,2.54934972412468
"29",-1.4229004050995,0.900721387325819,0.173208333441565,2.41793845090098,-4.23055507496441,0.232791271587589,0.153644705389215,2.92495379686466
"30",0.580547766272847,0.10024933314167,0.0423134668647294,2.98366024196771,-4.29742427318501,0.370450514969789,0.19803737961704,2.86542833634783
"31",-0.532127362728042,0.326674195182135,0.0897246597120655,2.48881526874505,-3.02947249843074,0.245437728481328,0.11411599010943,2.86320376070713
"32",-1.70567355411035,0.352851399486955,0.114309229276663,2.81804022163045,-1.68896289363828,0.695557922867718,0.14678329840232,2.5587112266821
"33",-1.88700206296926,0.163074761598726,0.0805199989483802,2.90297008782471,-0.573677231945892,0.745852011896398,0.127057466335815,2.46172843185172
"34",-0.889368971259487,0.22319511719643,0.0785709605953921,2.70030476094278,2.27522314774157,0.373301885332104,0.0633404387849658,2.51578239329755
"35",-0.667268489442951,0.171753418292389,0.0664690957718187,2.63165921384092,3.55243478719845,0.423390551987398,0.0595687755288362,2.68616341169452
"36",-0.895337173302573,0.328907477173539,0.0954746060847482,2.62099395826074,4.54779538371387,0.491630725401897,0.0588293223632067,2.65965427677082
"37",-2.34617195928399,0.80763910934569,0.197251625083132,2.32671565670068,2.65015534799397,0.547940042351958,0.0738680603443943,2.56464121015718
